"id","mzs","ints"
877894,12,67
877894,13,91
877894,14,366
877894,15,9999
877894,16,126
877894,17,51
877894,18,537
877894,26,37
877894,27,184
877894,28,913
877894,29,1122
877894,30,900
877894,31,216
877894,35,11
877894,38,37
877894,39,27
877894,40,96
877894,41,222
877894,42,2056
877894,43,264
877894,44,115
877894,45,51
877894,49,11
877894,52,29
877894,53,128
877894,54,158
877894,55,214
877894,56,689
877894,57,163
877894,58,980
877894,59,64
877894,61,13
877894,62,16
877894,63,13
877894,66,163
877894,67,363
877894,68,152
877894,69,1196
877894,70,4017
877894,71,182
877894,72,411
877894,73,21
877894,76,21
877894,78,32
877894,81,24
877894,82,45
877894,83,702
877894,84,88
877894,85,53
877894,86,19
877894,87,45
877894,88,40
877894,89,16
877894,94,299
877894,95,80
877894,96,85
877894,97,27
877894,98,577
877894,99,270
877894,100,67
877894,101,206
877894,110,51
877894,111,101
877894,112,29
877894,113,56
877894,114,24
877894,117,19
877894,126,2842
877894,127,176
877894,128,37
877894,130,45
877894,141,1976
877894,142,238
877894,143,27
877894,145,101
877894,147,40
877894,149,43
877894,151,29
877894,156,187
877894,157,19
877894,170,518
877894,171,1645
877894,172,278
877894,173,32
877894,175,27
77462534,14,170
77462534,15,9999
77462534,16,100
77462534,18,140
77462534,26,681
77462534,27,3944
77462534,28,1041
77462534,29,981
77462534,30,290
77462534,31,310
77462534,33,140
77462534,35,40
77462534,37,170
77462534,38,190
77462534,39,2512
77462534,40,380
77462534,41,3433
77462534,42,591
77462534,43,981
77462534,44,140
77462534,45,781
77462534,50,190
77462534,51,440
77462534,52,190
77462534,53,4074
77462534,54,1591
77462534,55,2963
77462534,56,250
77462534,57,170
77462534,58,270
77462534,59,6186
77462534,60,270
77462534,61,60
77462534,65,60
77462534,66,40
77462534,67,190
77462534,68,460
77462534,69,460
77462534,70,120
77462534,71,3133
77462534,72,190
77462534,73,210
77462534,74,270
77462534,75,761
77462534,76,80
77462534,79,60
77462534,80,1001
77462534,81,5035
77462534,82,1231
77462534,83,781
77462534,84,210
77462534,85,460
77462534,87,230
77462534,95,190
77462534,97,811
77462534,98,6336
77462534,99,5475
77462534,100,340
77462534,101,230
77462534,102,60
77462534,108,4924
77462534,109,5745
77462534,110,360
77462534,111,611
77462534,112,1171
77462534,113,1491
77462534,114,170
77462534,115,140
77462534,117,140
77462534,125,100
77462534,127,190
77462534,130,100
77462534,140,2232
77462534,141,1852
77462534,157,40
77462534,171,60
6552121,12,30
6552121,13,30
6552121,14,290
6552121,15,9999
6552121,16,300
6552121,20,30
6552121,26,70
6552121,27,420
6552121,28,1461
6552121,29,570
6552121,30,130
6552121,31,760
6552121,32,260
6552121,33,120
6552121,34,60
6552121,35,10
6552121,36,10
6552121,37,30
6552121,38,180
6552121,39,1321
6552121,40,140
6552121,41,340
6552121,42,60
6552121,43,210
6552121,44,100
6552121,45,2042
6552121,46,150
6552121,47,960
6552121,48,130
6552121,49,110
6552121,50,400
6552121,51,1211
6552121,52,500
6552121,53,350
6552121,54,30
6552121,55,150
6552121,56,30
6552121,57,130
6552121,58,250
6552121,59,240
6552121,60,40
6552121,61,130
6552121,62,260
6552121,63,1041
6552121,64,170
6552121,65,870
6552121,66,650
6552121,67,130
6552121,69,770
6552121,70,380
6552121,71,280
6552121,72,160
6552121,73,60
6552121,74,90
6552121,75,140
6552121,76,170
6552121,77,1721
6552121,78,920
6552121,79,2442
6552121,80,90
6552121,81,180
6552121,82,130
6552121,83,130
6552121,84,250
6552121,85,240
6552121,86,100
6552121,87,60
6552121,88,40
6552121,89,470
6552121,90,160
6552121,91,1301
6552121,92,240
6552121,93,840
6552121,94,160
6552121,95,450
6552121,96,120
6552121,97,210
6552121,98,70
6552121,99,50
6552121,100,10
6552121,101,10
6552121,102,100
6552121,103,380
6552121,104,300
6552121,105,380
6552121,106,90
6552121,107,200
6552121,109,6356
6552121,110,900
6552121,111,180
6552121,112,40
6552121,113,70
6552121,115,60
6552121,116,40
6552121,117,120
6552121,118,20
6552121,119,80
6552121,120,150
6552121,121,1591
6552121,122,230
6552121,123,240
6552121,124,100
6552121,125,690
6552121,126,50
6552121,127,580
6552121,128,10
6552121,129,10
6552121,131,30
6552121,133,30
6552121,134,310
6552121,135,1311
6552121,136,330
6552121,137,580
6552121,138,290
6552121,139,470
6552121,140,60
6552121,141,40
6552121,147,10
6552121,148,10
6552121,149,390
6552121,150,170
6552121,151,240
6552121,152,110
6552121,153,1431
6552121,154,450
6552121,155,180
6552121,156,30
6552121,157,10
6552121,165,20
6552121,166,30
6552121,167,150
6552121,168,100
6552121,169,40
6552121,170,10
6552121,171,30
6552121,183,30
6552121,184,10
6552121,185,180
6552121,186,20
6552121,187,70
6552121,197,20
6552121,199,100
6552121,200,50
6552121,201,30
6552121,202,130
6552121,203,290
6552121,204,20
6552121,213,30
6552121,215,460
6552121,216,110
6552121,217,470
6552121,218,40
6552121,219,30
6552121,229,50
6552121,230,30
6552121,231,40
6552121,232,60
6552121,247,1221
6552121,248,120
6552121,249,50
6552121,262,4574
6552121,263,520
6552121,264,230
6552121,265,20
593748,13,464
593748,14,2080
593748,15,9999
593748,99,8
593748,100,19
593748,101,25
593748,102,7
593748,196,21
593748,197,5
593748,198,1262
593748,199,2280
593748,200,3152
593748,201,1998
593748,202,3951
593748,203,433
593748,204,864
593748,205,99
593748,210,86
593748,211,363
593748,212,906
593748,213,4269
593748,214,6540
593748,215,8056
593748,216,5286
593748,217,9083
593748,218,317
593748,219,2071
593748,220,7
593748,223,5
593748,224,6
593748,225,9
593748,226,49
593748,227,65
593748,228,1308
593748,229,2153
593748,230,2916
593748,231,1689
593748,232,3660
593748,233,25
593748,234,830
74828,12,380
74828,13,1069
74828,14,2042
74828,15,8879
74828,16,9999
74828,17,164
7664417,14,220
7664417,15,751
7664417,16,8007
7664417,17,9999
7664417,18,40
57136,12,40
57136,13,90
57136,14,40
57136,15,119
57136,16,1729
57136,17,9999
57136,18,259
57136,21,40
57136,22,60
57136,26,50
57136,27,189
57136,28,429
57136,29,349
57136,30,109
57136,31,339
57136,32,20
57136,40,20
57136,41,179
57136,42,419
57136,43,1569
57136,44,8079
57136,45,159
57136,46,20
57136,60,9269
57136,61,209
57136,62,30
7732185,16,90
7732185,17,2122
7732185,18,9999
7732185,19,50
7732185,20,30
74862,12,70
74862,13,320
74862,14,10
74862,24,500
74862,25,1912
74862,26,9999
74862,27,220
74862,28,10
19287457,10,631
19287457,11,2843
19287457,12,1812
19287457,13,2442
19287457,14,70
19287457,15,10
19287457,21,190
19287457,22,1121
19287457,23,4574
19287457,24,8968
19287457,25,5675
19287457,26,9999
19287457,27,9749
19287457,28,30
598798,11,62
598798,12,321
598798,13,373
598798,14,635
598798,15,345
598798,16,100
598798,17,422
598798,18,111
598798,24,932
598798,25,3330
598798,26,9999
598798,27,8682
598798,28,851
598798,29,824
598798,30,63
598798,31,170
598798,35,877
598798,36,544
598798,37,376
598798,38,87
598798,40,141
598798,41,288
598798,42,1219
598798,43,448
598798,44,958
598798,45,4942
598798,46,132
598798,47,341
598798,48,123
598798,49,175
598798,51,107
598798,52,488
598798,53,1756
598798,54,431
598798,55,46
598798,59,360
598798,60,1985
598798,61,8333
598798,62,5021
598798,63,2655
598798,64,1359
598798,71,4981
598798,72,258
598798,76,90
598798,77,85
598798,78,309
598798,80,125
598798,87,54
598798,89,1822
598798,90,60
598798,91,644
598798,92,21
598798,106,7956
598798,107,270
598798,108,2607
598798,109,90
32936746,25,1822
32936746,26,9999
32936746,28,2242
32936746,29,430
32936746,32,320
32936746,37,661
32936746,40,170
32936746,41,440
32936746,48,60
32936746,52,270
32936746,53,1301
32936746,54,4954
32936746,55,190
32936746,56,90
32936746,69,50
32936746,82,1621
32936746,83,80
