"id","mz_ratio","intensity"
"1-hydroxyphenazine M+H",240.563217,169
"1-hydroxyphenazine M+H",241.429062,110
"1-hydroxyphenazine M+H",242.503418,144
"1-hydroxyphenazine M+H",243.885071,129
"1-hydroxyphenazine M+H",245.682678,118
"1-hydroxyphenazine M+H",246.75676,112
"1-hydroxyphenazine M+H",249.319656,151
"1-hydroxyphenazine M+H",254.380066,105
"1-hydroxyphenazine M+H",259.739075,111
"1-hydroxyphenazine M+H",263.540771,116
"1-hydroxyphenazine M+H",264.00412,139
"1-hydroxyphenazine M+H",264.184387,167
"1-hydroxyphenazine M+H",267.250397,113
"1-hydroxyphenazine M+H",267.547882,110
"1-hydroxyphenazine M+H",269.853882,112
"1-hydroxyphenazine M+H",269.938904,163
"1-hydroxyphenazine M+H",274.840515,121
"1-hydroxyphenazine M+H",275.737457,109
"1-hydroxyphenazine M+H",276.722565,150
"1-hydroxyphenazine M+H",280.515228,123
"1-hydroxyphenazine M+H",281.896942,198
"1-hydroxyphenazine M+H",282.422394,113
"1-hydroxyphenazine M+H",283.189697,115
"1-hydroxyphenazine M+H",283.445862,116
"1-hydroxyphenazine M+H",283.530121,128
"1-hydroxyphenazine M+H",290.668243,114
"1-hydroxyphenazine M+H",291.83667,116
"1-hydroxyphenazine M+H",294.22876,127
"1-hydroxyphenazine M+H",297.172516,146
"1-hydroxyphenazine M+H",297.330963,126
"1-hydroxyphenazine M+H",301.27832,106
"1-hydroxyphenazine M+H",302.830994,126
"1-hydroxyphenazine M+H",305.852173,171
"1-hydroxyphenazine M+H",313.422516,104
"1-hydroxyphenazine M+H",314.62149,119
"1-hydroxyphenazine M+H",319.88382,168
"1-hydroxyphenazine M+H",331.339539,136
"1-hydroxyphenazine M+H",332.172638,123
"1-hydroxyphenazine M+H",333.155548,110
"1-hydroxyphenazine M+H",337.169922,132
"1-hydroxyphenazine M+H",339.009644,121
"1-hydroxyphenazine M+H",342.038086,147
"1-hydroxyphenazine M+H",342.839874,160
"1-hydroxyphenazine M+H",342.951538,162
"1-hydroxyphenazine M+H",345.862488,193
"1-hydroxyphenazine M+H",347.435242,108
"1-hydroxyphenazine M+H",347.931824,117
"1-hydroxyphenazine M+H",348.810455,112
"1-hydroxyphenazine M+H",351.311188,159
"1-hydroxyphenazine M+H",352.576294,137
"1-hydroxyphenazine M+H",359.160797,135
"1-hydroxyphenazine M+H",360.239136,117
"1-hydroxyphenazine M+H",366.030396,115
"1-hydroxyphenazine M+H",368.8703,224
"1-hydroxyphenazine M+H",369.92749,144
"1-hydroxyphenazine M+H",371.476929,134
"1-hydroxyphenazine M+H",372.391785,142
"1-hydroxyphenazine M+H",372.994415,122
"1-hydroxyphenazine M+H",373.338745,131
"1-hydroxyphenazine M+H",374.186157,156
"1-hydroxyphenazine M+H",375.671021,228
"1-hydroxyphenazine M+H",375.979279,119
"1-hydroxyphenazine M+H",379.14212,128
"1-hydroxyphenazine M+H",379.987549,153
"1-hydroxyphenazine M+H",382.558258,144
"1-hydroxyphenazine M+H",382.803528,129
"1-hydroxyphenazine M+H",383.450043,132
"1-hydroxyphenazine M+H",389.452576,115
"1-hydroxyphenazine M+H",392.993744,140
"1-hydroxyphenazine M+H",395.149139,146
"1-hydroxyphenazine M+H",397.697113,121
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",116.195061,10630.625
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",120.181335,22297.009766
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",130.173737,7235.63916
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",144.108841,128807.4375
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",146.130066,5863.755859
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",147.134537,5171.110352
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",158.132278,8804.77832
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",159.107529,304007.9375
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",160.108627,23901.517578
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",161.128906,5512.455078
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",162.089081,496732.9375
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",162.949692,6354.076172
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",172.092606,128183.3125
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",173.100159,13944.009766
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",174.10907,6858.627441
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",175.0625,120759.914062
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",176.058945,12896.508789
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",185.094467,6005.77832
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",186.07132,30265.320312
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",188.064423,15773.273438
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",189.063675,5331.445801
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",190.067459,6516.115234
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",198.061951,5099.634766
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",199.08049,5319.072266
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",200.068115,15729.483398
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",214.053009,15809.948242
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",228.050858,16956.613281
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",242.057632,7592.760254
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",260.077576,6273.567383
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",270.056305,208949.578125
"2-nonyl-3-hydroxy 4(1H)-quinolone ! 4-hydroxy-2-nonylquinoline N-oxide M+H",288.038971,88845.757812
"2-nonenyl 4-quinolone M+H",70.190079,1181
"2-nonenyl 4-quinolone M+H",70.219849,986
"2-nonenyl 4-quinolone M+H",70.56562,1200
"2-nonenyl 4-quinolone M+H",71.131401,1361
"2-nonenyl 4-quinolone M+H",71.184052,966
"2-nonenyl 4-quinolone M+H",71.230591,942
"2-nonenyl 4-quinolone M+H",71.44767,1036
"2-nonenyl 4-quinolone M+H",71.726028,917
"2-nonenyl 4-quinolone M+H",71.874809,1517
"2-nonenyl 4-quinolone M+H",72.304688,1394
"2-nonenyl 4-quinolone M+H",72.566093,1380
"2-nonenyl 4-quinolone M+H",73.213074,942
"2-nonenyl 4-quinolone M+H",73.903839,1079
"2-nonenyl 4-quinolone M+H",74.279259,1146
"2-nonenyl 4-quinolone M+H",74.639671,979
"2-nonenyl 4-quinolone M+H",75.146561,1103
"2-nonenyl 4-quinolone M+H",75.36187,1026
"2-nonenyl 4-quinolone M+H",76.664925,986
"2-nonenyl 4-quinolone M+H",76.862732,1083
"2-nonenyl 4-quinolone M+H",77.00264,1107
"2-nonenyl 4-quinolone M+H",77.879471,979
"2-nonenyl 4-quinolone M+H",77.938141,1305
"2-nonenyl 4-quinolone M+H",78.205444,985
"2-nonenyl 4-quinolone M+H",78.561859,981
"2-nonenyl 4-quinolone M+H",78.813835,999
"2-nonenyl 4-quinolone M+H",79.058945,990
"2-nonenyl 4-quinolone M+H",79.558235,1298
"2-nonenyl 4-quinolone M+H",79.760834,1298
"2-nonenyl 4-quinolone M+H",79.949196,1224
"2-nonenyl 4-quinolone M+H",80.113312,1129
"2-nonenyl 4-quinolone M+H",80.203468,938
"2-nonenyl 4-quinolone M+H",80.220901,1252
"2-nonenyl 4-quinolone M+H",80.648041,983
"2-nonenyl 4-quinolone M+H",80.750542,1428
"2-nonenyl 4-quinolone M+H",80.94751,1058
"2-nonenyl 4-quinolone M+H",81.153297,921
"2-nonenyl 4-quinolone M+H",81.722565,1057
"2-nonenyl 4-quinolone M+H",82.35775,998
"2-nonenyl 4-quinolone M+H",82.576584,1147
"2-nonenyl 4-quinolone M+H",82.703659,1035
